,Investigation Type,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft Damage,Make,Model,Amateur Built,Number Of Engines,Engine Type,Purpose Of Flight,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad Phase Of Flight,Total Passengers,Make-Model
25,Accident,1982-01-03,"ASHLAND, VA",United States,HANOVER COUNTY,Fatal,Destroyed,Cessna,414A,No,2.0,Reciprocating,Business,8.0,0.0,0.0,0.0,IMC,Approach,8.0,Cessna 414A
36,Accident,1982-01-04,SAINT CROIX,Unknown,ALEXANDER HAMILTON,Fatal,Destroyed,Cessna,206,No,1.0,Reciprocating,Business,1.0,0.0,1.0,0.0,VMC,Taxi,2.0,Cessna 206
41,Accident,1982-01-05,"LONOKE, AR",United States,Unknown,Non-Fatal,Substantial,Piper,PA-24-250,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC,Descent,2.0,Piper PA-24-250
109,Accident,1982-01-18,"ORCHARDS, WA",United States,CLARK COUNTY,Non-Fatal,Destroyed,Beech,C23,No,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,Descent,4.0,Beech C23
112,Accident,1982-01-18,"S.E. OF HOUMA, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,180K,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 180K
114,Accident,1982-01-19,"CEDAR VALE, KS",United States,MILLS RANCH,Fatal,Destroyed,Mooney,M20F,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Takeoff,1.0,Mooney M20F
116,Accident,1982-01-19,"WOLF PT., MT",United States,Unknown,Fatal,Destroyed,Cessna,177B,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,UNK,Cruise,3.0,Cessna 177B
118,Accident,1982-01-19,"ROCKPORT, TX",United States,ARANSAS COUNTY AIRPORT,Fatal,Destroyed,Swearingen,SA226-T(B),No,2.0,Turbo Prop,Executive/corporate,3.0,0.0,0.0,0.0,IMC,Approach,3.0,Swearingen SA226-T(B)
127,Accident,1982-01-19,"NEAR LANSING, MI",United States,Unknown,Non-Fatal,Substantial,Cessna,340A,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,UNK,Cruise,2.0,Cessna 340A
131,Incident,1982-01-20,"SAN JOSE, CA",United States,SAN JOSE MUNICIPAL,Incident,Minor,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Piper PA-31-350
134,Accident,1982-01-20,"MCCOMB, MS",United States,MCCOMB-PIKE COUNTY,Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Approach,1.0,Piper PA-23-250
141,Accident,1982-01-21,"BAGDAD, AZ",United States,BAGDAD,Non-Fatal,Destroyed,Piper,PA-23-250,No,2.0,Reciprocating,Executive/corporate,0.0,1.0,2.0,0.0,IMC,Maneuvering,3.0,Piper PA-23-250
169,Accident,1982-01-24,"ATHENS, GA",United States,ATHENS MUNICIPAL,Non-Fatal,Substantial,Cessna,177,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Descent,1.0,Cessna 177
188,Accident,1982-01-28,"S. OF MORGAN CI, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Cessna A185F
189,Accident,1982-01-28,"LOUISVILLE, KY",United States,Unknown,Non-Fatal,Substantial,Piper,PA-32-260,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,Piper PA-32-260
207,Accident,1982-01-31,"MALDEN, MO",United States,MALDEN MUNI,Non-Fatal,Substantial,Beech,36,No,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,IMC,Cruise,2.0,Beech 36
225,Accident,1982-02-02,"MOSES LAKE, WA",United States,PRIVATE STRIP,Non-Fatal,Substantial,Cessna,U206G,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna U206G
226,Accident,1982-02-02,"DRYDEN, TX",United States,TERRELL COUNTY,Non-Fatal,Substantial,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna T210N
264,Accident,1982-02-07,"ARTESIA, NM",United States,ARTESIA MUNICIPAL,Non-Fatal,Substantial,Cessna,177RG,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna 177RG
280,Accident,1982-02-09,"CARLSBAD, CA",United States,CARLSBAD AIRPORT,Non-Fatal,Substantial,Cessna,310R,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Cessna 310R
282,Accident,1982-02-09,"NEWPORT NEWS, VA",United States,NEWPORT NEWS,Non-Fatal,Substantial,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Go-around,1.0,Cessna 402B
285,Accident,1982-02-10,"TWENTYNINE PALM, CA",United States,Unknown,Fatal,Destroyed,Beech,95-C55,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Cruise,2.0,Beech 95-C55
287,Accident,1982-02-10,"SPANISH FORK, UT",United States,SPANISH FORK,Non-Fatal,Substantial,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 421B
288,Accident,1982-02-10,"JESSUP, GA",United States,WAYNE COUNTY,Non-Fatal,Substantial,Cessna,401,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Cruise,5.0,Cessna 401
324,Accident,1982-02-15,"DES MOINES, IA",United States,DES MOINES MUNI,Non-Fatal,Substantial,Piper,PA-28-151,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Descent,1.0,Piper PA-28-151
328,Accident,1982-02-15,"OTTAWA, OH",United States,PUTNAM COUNTY,Non-Fatal,Substantial,Beech,35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Approach,1.0,Beech 35
334,Accident,1982-02-16,"SPRINGFIELD, KY",United States,LEBANON-SPRINGFIELD,Fatal,Destroyed,Piper,PA-31T2,No,2.0,Turbo Prop,Business,8.0,0.0,0.0,0.0,IMC,Approach,8.0,Piper PA-31T2
343,Accident,1982-02-17,"BLANDING, UT",United States,BLANDING CITY MUNICIPAL,Non-Fatal,Substantial,Cessna,210,No,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,IMC,Approach,2.0,Cessna 210
392,Accident,1982-02-22,"NEAR PATTERSON, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna A185F
414,Accident,1982-02-25,"EUNICE, LA",United States,EUNICE AIRPORT,Non-Fatal,Substantial,Cessna,421B,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Landing,3.0,Cessna 421B
432,Accident,1982-02-27,"CLOVIS, NM",United States,CLOVIS MUNICIPAL,Non-Fatal,Substantial,Cessna,T210M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna T210M
466,Accident,1982-03-03,"PALMER, MA",United States,PALMER METRO,Non-Fatal,Substantial,Cessna,172RG,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Cessna 172RG
467,Accident,1982-03-03,"DELEON, TX",United States,DELEON MUNICIPAL,Non-Fatal,Substantial,Cessna,P210N,No,1.0,Reciprocating,Business,0.0,0.0,4.0,0.0,VMC,Landing,4.0,Cessna P210N
474,Accident,1982-03-04,"KEY WEST, FL",United States,KEY WEST INTERNATIONAL,Non-Fatal,Substantial,Cessna,310K,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 310K
476,Accident,1982-03-04,"VALPARAISO, IN",United States,PORTER COUNTY,Non-Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,Piper PA-30
516,Accident,1982-03-09,"JAFFREY, NH",United States,JAFFREY MUNI,Non-Fatal,Substantial,Piper,PA-28-181,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Takeoff,2.0,Piper PA-28-181
518,Accident,1982-03-09,"TAFT, CA",United States,TAFT AIRPORT,Non-Fatal,Substantial,Beech,V35B,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Maneuvering,1.0,Beech V35B
547,Accident,1982-03-12,"CHINO, CA",United States,CHINO,Non-Fatal,Substantial,Cessna,501,No,2.0,Turbo Jet,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 501
551,Accident,1982-03-12,"BOULDER, CO",United States,BOULDER MUNICIPAL,Non-Fatal,Substantial,Beech,A36TC,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,Beech A36TC
568,Accident,1982-03-13,"BRYAN, OH",United States,BRYAN-WILLIANS CO.,Non-Fatal,Substantial,Beech,200,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,4.0,VMC,Landing,4.0,Beech 200
588,Accident,1982-03-16,"TUCSON, AZ",United States,Unknown,Fatal,Destroyed,Beech,58,No,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Cruise,1.0,Beech 58
603,Accident,1982-03-17,"FARMINGTON, NM",United States,Unknown,Non-Fatal,Substantial,Piper,PA-38-112,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Cruise,1.0,Piper PA-38-112
609,Accident,1982-03-18,"RICHMOND, IN",United States,RICHMOND MUNICIPAL,Fatal,Destroyed,Cessna,421,No,2.0,Reciprocating,Business,1.0,2.0,0.0,0.0,IMC,Approach,3.0,Cessna 421
611,Accident,1982-03-18,"MAUPIN, OR",United States,7M RANCH,Non-Fatal,Substantial,Mooney,M20F,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Takeoff,2.0,Mooney M20F
613,Accident,1982-03-18,"CASPER, WY",United States,NATRONA COUNTY INT'L,Non-Fatal,Substantial,Cessna,180J,No,1.0,Reciprocating,Executive/corporate,0.0,0.0,1.0,0.0,VMC,Landing,1.0,Cessna 180J
619,Accident,1982-03-19,"WEATHERFORD, OK",United States,THOMAS P. STAFFORD,Non-Fatal,Substantial,Cessna,421C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 421C
634,Accident,1982-03-20,"GRANTSBURG, WI",United States,GRANTSBURG,Non-Fatal,Substantial,Cessna,210,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Landing,1.0,Cessna 210
663,Accident,1982-03-23,"KALAMAZOO, MI",United States,KALAMAZOO,Non-Fatal,Substantial,Beech,65-A90,No,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Beech 65-A90
665,Accident,1982-03-24,"DAVENPORT, NE",United States,Unknown,Fatal,Destroyed,Piper,PA-28-140,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Cruise,1.0,Piper PA-28-140
668,Accident,1982-03-24,"PLACIDA, FL",United States,ROTONDA,Non-Fatal,Substantial,Piper,PA-30,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Piper PA-30
691,Accident,1982-03-26,"TULSA, OK",United States,TULSA INTERNATIONAL,Non-Fatal,Substantial,Piper,PA-28-235,No,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,Piper PA-28-235
699,Accident,1982-03-27,"AFTON, OK",United States,SHANGRI-LA,Non-Fatal,Substantial,Beech,95-B55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Beech 95-B55
700,Accident,1982-03-27,"PAMPA, TX",United States,Unknown,Non-Fatal,Substantial,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,5.0,IMC,Cruise,5.0,Cessna T210N
726,Accident,1982-04-01,"NEW ORLEANS, LA",United States,Unknown,Fatal,Destroyed,Cessna,A185E,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Takeoff,2.0,Cessna A185E
734,Incident,1982-04-02,"TALLAHASSEE, FL",United States,TALLAHASSEE MUNICIPAL,Incident,Minor,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Cruise,3.0,Piper PA-31-350
738,Incident,1982-04-02,"SAVANNAH, GA",United States,Unknown,Incident,Minor,Piper,PA-31P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,2.0,VMC,Cruise,2.0,Piper PA-31P
743,Accident,1982-04-02,"WADSWORTH, OH",United States,Unknown,Non-Fatal,Substantial,Cessna,210N,No,1.0,Reciprocating,Executive/corporate,0.0,0.0,3.0,0.0,VMC,Descent,3.0,Cessna 210N
745,Accident,1982-04-03,"NAPA, CA",United States,NAPA COUNTY,Non-Fatal,Destroyed,Beech,D55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Beech D55
762,Accident,1982-04-05,"BOSTIC, NC",United States,RUTHERFORD COUNTY,Fatal,Destroyed,Piper,PA-28-180,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Approach,1.0,Piper PA-28-180
763,Accident,1982-04-05,"BACONTON, GA",United States,Unknown,Non-Fatal,Destroyed,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,0.0,3.0,2.0,0.0,IMC,Descent,5.0,Piper PA-31-350
765,Accident,1982-04-05,"MCSHERRYSTOWN, PA",United States,HANOVER,Non-Fatal,Substantial,Piper,PA-44-180,No,1.0,Reciprocating,Business,0.0,1.0,1.0,0.0,VMC,Landing,2.0,Piper PA-44-180
767,Accident,1982-04-05,"LONGMONT, CO",United States,LONGMONT MUNICIPAL,Non-Fatal,Substantial,Piper,PA-28R-201T,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Piper PA-28R-201T
781,Accident,1982-04-07,"PITTSBURGH, PA",United States,ALLEGHENY,Non-Fatal,Substantial,Cessna,310,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 310
785,Accident,1982-04-07,"WINSTON-SALEM, NC",United States,SMITH REYNOLDS,Non-Fatal,Substantial,Beech,65-A90,No,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Beech 65-A90
787,Accident,1982-04-08,"SPOKANE, WA",United States,Unknown,Non-Fatal,Substantial,Piper,PA-28-181,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,2.0,Piper PA-28-181
829,Accident,1982-04-13,"CROSBY, ND",United States,CROSBY MUNICIPAL,Non-Fatal,Substantial,Mooney,M20F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Mooney M20F
840,Accident,1982-04-15,"RUIDOSO MUNI, NM",United States,RUIDOSO MUNICIPAL,Fatal,Destroyed,Piper,PA-32R-300,No,1.0,Reciprocating,Business,3.0,1.0,0.0,0.0,VMC,Takeoff,4.0,Piper PA-32R-300
848,Accident,1982-04-15,"20MN OF JACKSON, WY",United States,Unknown,Non-Fatal,Substantial,Cessna,182A,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Cruise,1.0,Cessna 182A
855,Accident,1982-04-16,"BIRD ISLAND, MN",United States,Unknown,Fatal,Destroyed,Mooney,M20J,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,Cruise,3.0,Mooney M20J
876,Accident,1982-04-17,"KIRBYVILLE, TX",United States,KIRBYVILLE,Non-Fatal,Substantial,Maule,M-5-210C,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Approach,2.0,Maule M-5-210C
885,Accident,1982-04-18,"SAN ANTONIO, TX",United States,SAN ANTONIO INTERNATIONAL,Fatal,Destroyed,Piper,PA-31-350,No,2.0,Reciprocating,Executive/corporate,3.0,0.0,0.0,0.0,IMC,Takeoff,3.0,Piper PA-31-350
917,Accident,1982-04-21,"HEARST, CA",United States,Unknown,Fatal,Destroyed,Beech,A36TC,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,Unknown,3.0,Beech A36TC
945,Accident,1982-04-23,"ENDERLIN, ND",United States,SKY HAVEN,Non-Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 182P
966,Accident,1982-04-25,"ATLANTA, GA",United States,DEKALB-PEACHTREE,Non-Fatal,Destroyed,Cessna,421C,No,2.0,Reciprocating,Business,0.0,2.0,1.0,0.0,IMC,Landing,3.0,Cessna 421C
993,Accident,1982-04-27,"NEW CASTLE, PA",United States,NEW CASTLE MUNICIPAL,Non-Fatal,Substantial,Piper,601P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,Approach,4.0,Piper 601P
1001,Accident,1982-04-28,"MADISON, CT",United States,GRISWOLD,Non-Fatal,Substantial,Mooney,M20J,No,1.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Mooney M20J
1066,Accident,1982-05-02,"MIDLAND, TX",United States,MIDLAND AIRPARK,Non-Fatal,Substantial,Piper,PA-31-350,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Takeoff,1.0,Piper PA-31-350
1082,Accident,1982-05-04,"LOVELL, WY",United States,NORTH BIG HORN COUNTY,Non-Fatal,Substantial,Cessna,182M,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,2.0,Cessna 182M
1089,Accident,1982-05-05,"FRANKLINTON, LA",United States,Unknown,Fatal,Substantial,Cessna,207,No,1.0,Reciprocating,Business,1.0,1.0,0.0,0.0,VMC,Maneuvering,2.0,Cessna 207
1094,Accident,1982-05-06,"WALLA WALLA, WA",United States,WALLA WALLA CITY COUNTY,Non-Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,Descent,2.0,Cessna 182P
1166,Accident,1982-05-12,"NEAR O'NEILL, NE",United States,Unknown,Non-Fatal,Substantial,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,1.0,4.0,0.0,IMC,Cruise,5.0,Cessna T210N
1176,Accident,1982-05-13,"HOUMA, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna A185F
1189,Accident,1982-05-14,"TULSA, OK",United States,Unknown,Non-Fatal,Substantial,Cessna,T210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna T210N
1254,Accident,1982-05-18,"SALT LAKE CITY, UT",United States,SALT LAKE CITY INT'L,Non-Fatal,Substantial,Cessna,T210L,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Standing,1.0,Cessna T210L
1269,Accident,1982-05-20,"HOLLY SPRINGS, SC",United States,Unknown,Fatal,Destroyed,Cessna,T210M,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Cruise,2.0,Cessna T210M
1285,Accident,1982-05-21,"SALINA, KS",United States,SALINA MUNI,Non-Fatal,Substantial,Piper,PA-31P,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Piper PA-31P
1330,Accident,1982-05-25,"PRICE, UT",United States,Unknown,Non-Fatal,Substantial,Cessna,206,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna 206
1331,Accident,1982-05-25,"EVANSVILLE, IN",United States,EVANSVILLE DRESS REGIONAL,Non-Fatal,Substantial,Cessna,310R,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Cessna 310R
1339,Accident,1982-05-26,"OAK GROVE, LA",United States,HEBER COSTELLO,Non-Fatal,Substantial,Beech,58,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Beech 58
1357,Accident,1982-05-27,"SPRINGFIELD, IL",United States,SPRINGFIELD CAPITAL,Non-Fatal,Substantial,Piper,PA-34,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Taxi,5.0,Piper PA-34
1385,Accident,1982-05-29,"PELL CITY, AL",United States,Unknown,Non-Fatal,Substantial,Piper,PA-38,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,2.0,Piper PA-38
1434,Accident,1982-06-02,"WINONA, MS",United States,WINONA MONT CTY AIRPORT,Non-Fatal,Substantial,Cessna,182P,No,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC,Takeoff,1.0,Cessna 182P
1444,Accident,1982-06-03,ARECIBO,Puerto Rico,Unknown,Non-Fatal,Substantial,Cessna,182K,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Descent,1.0,Cessna 182K
1472,Accident,1982-06-06,"LAFAYETTE, LA",United States,Unknown,Non-Fatal,Substantial,Cessna,A185E,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna A185E
1479,Accident,1982-06-07,"BRINKLEY, AR",United States,PRIVATE AG STRIP,Non-Fatal,Destroyed,Beech,C23,No,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Takeoff,3.0,Beech C23
1501,Accident,1982-06-08,"OXFORD, MS",United States,Unknown,Non-Fatal,Substantial,Piper,PA-38-112,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,2.0,Piper PA-38-112
1507,Accident,1982-06-09,"GRAYLING, AK",United States,GRAYLING,Non-Fatal,Substantial,Cessna,402B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Landing,3.0,Cessna 402B
1568,Accident,1982-06-15,"HARTSHORNE, OK",United States,Unknown,Fatal,Destroyed,Piper,PA-32R-301,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Cruise,3.0,Piper PA-32R-301
1573,Accident,1982-06-15,"RACINE, WI",United States,HORLICK-RACINE,Non-Fatal,Substantial,Cessna,421,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC,Approach,2.0,Cessna 421
1610,Accident,1982-06-18,"NORTH MYRTLE BE, SC",United States,GRAND STRAND,Non-Fatal,Substantial,Cessna,402C,No,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,IMC,Landing,4.0,Cessna 402C
1652,Accident,1982-06-21,"NEAR HORSESHOE, FL",United States,Unknown,Non-Fatal,Destroyed,Cessna,310,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 310
1655,Accident,1982-06-21,"ONTARIO, CA",United States,Unknown,Non-Fatal,Destroyed,Beech,95-C55,No,2.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC,Descent,2.0,Beech 95-C55
1719,Accident,1982-06-26,"BELLE CHASSE, LA",United States,SOUTHERN SEAPLANE,Fatal,Substantial,Piper,PA-32-260,No,1.0,Reciprocating,Business,1.0,2.0,0.0,0.0,VMC,Takeoff,3.0,Piper PA-32-260
1755,Accident,1982-06-29,"SCOOBA, MS",United States,Unknown,Non-Fatal,Substantial,Cessna,185,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Climb,1.0,Cessna 185
1772,Accident,1982-07-01,"EL DORADO, OK",United States,Unknown,Non-Fatal,Substantial,Cessna,310Q,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Maneuvering,1.0,Cessna 310Q
1848,Accident,1982-07-05,"HUNTINGTON, WV",United States,TRI/STATE WALKER,Non-Fatal,Substantial,Beech,V35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Beech V35
1921,Accident,1982-07-12,"EBENSBURG, PA",United States,EBENSBURG,Non-Fatal,Substantial,Cessna,180J,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Takeoff,1.0,Cessna 180J
1935,Accident,1982-07-13,"LAURENS, IA",United States,SKYWAYS,Non-Fatal,Substantial,Beech,95-A55,No,2.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Landing,1.0,Beech 95-A55
1937,Accident,1982-07-13,"BAKERSFIELD, CA",United States,PRIVATE,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna A185F
1958,Accident,1982-07-15,"ROSWELL, GA",United States,DEKALB PEACHTREE,Fatal,Destroyed,Piper,PA-24-250,No,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Cruise,1.0,Piper PA-24-250
1983,Accident,1982-07-17,"WENATCHEE, WA",United States,PANGBORN FIELD,Fatal,Destroyed,Cessna,172M,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,Climb,3.0,Cessna 172M
2009,Accident,1982-07-18,"JONESTOWN, TX",United States,BAR-K AIRPARK,Non-Fatal,Substantial,Beech,95-A55,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Beech 95-A55
2032,Accident,1982-07-20,"BIRMINGHAM, AL",United States,BIRMINGHAM MUNICIPAL,Non-Fatal,Substantial,Beech,J35,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Taxi,1.0,Beech J35
2069,Accident,1982-07-23,"ANTIOCH, IL",United States,ANTIOCH,Non-Fatal,Destroyed,Piper,PA-38,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,2.0,Piper PA-38
2091,Accident,1982-07-24,"SYLVA, NC",United States,JACKSON COUNTY,Non-Fatal,Substantial,Beech,B-60,No,2.0,Reciprocating,Business,0.0,0.0,1.0,0.0,VMC,Takeoff,1.0,Beech B-60
2126,Accident,1982-07-27,"TAMPA, FL",United States,VANDENBERG,Non-Fatal,Substantial,Piper,PA-28-140,No,1.0,Reciprocating,Business,0.0,0.0,1.0,2.0,VMC,Landing,3.0,Piper PA-28-140
2136,Accident,1982-07-28,"PLYMOUTH, FL",United States,Unknown,Non-Fatal,Substantial,Cessna,R182,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Cruise,2.0,Cessna R182
2148,Accident,1982-07-29,"COTTAGE GROVE, OR",United States,Unknown,Fatal,Destroyed,Cessna,T210M,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Maneuvering,2.0,Cessna T210M
2182,Accident,1982-07-31,"KLAMATH FALLS, OR",United States,KINGSLEY FIELD,Non-Fatal,Substantial,Maule,M-5-210C,No,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC,Takeoff,4.0,Maule M-5-210C
2201,Accident,1982-08-01,"FRIDAY HARBOR, WA",United States,FRIDAY HARBOR/SEAPLANE B.,Non-Fatal,Substantial,Cessna,A185F,No,1.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,VMC,Landing,1.0,Cessna A185F
2207,Accident,1982-08-01,"COTULLA, TX",United States,COTULLA MUNICIPAL,Non-Fatal,Substantial,Cessna,421B,No,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Cruise,1.0,Cessna 421B
